sample_date,site_name,watercourse,freshwater_body_type,latitude,longitude,distance_to_conham_mi,upstream_of_conham,group_name,mncat_name,county,nitrate_mgL,phosphate_mgL,secchi_turbidity,rain_last_24h,pollution_sources,main_land_use,notes
2017-06-16,Triburtary of Marsten Brook,Triburtary Of Marsten Brook,Stream,51.1959292700001,-2.34772682199997,19.0,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.035,None,,None,Agriculture,"VERY SMALL BROOK, NO FLOW AND SMELL."
2017-06-16,Triburtary of Marsten Brook,Triburtary Of Marsten Brook,Stream,51.1959292700001,-2.34772682199997,19.0,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.75,0.035,,,,Agriculture,"VERY SMALL BROOK, NO FLOW AND SMELL."
2017-06-16,UPPER RIVER FROME,River Frome,Stream,51.1977212200001,-2.32352256799993,19.36,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.075,None,,None,Agriculture,NORMAL FLOW FOR TIME OF YEAR
2017-06-16,UPPER RIVER FROME,River Frome,Stream,51.1977212200001,-2.32352256799993,19.36,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.35,0.075,,,,Agriculture,NORMAL FLOW FOR TIME OF YEAR
2017-06-16,Triburtary of Marsten Brook,Triburtary Of Marsten Brook,Stream,51.19202957,-2.33914375299997,19.41,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.035,None,,None,Agriculture,"VERY SMALL BROOK, STAGNANT AND SMELT BAD."
2017-06-16,Triburtary of Marsten Brook,Triburtary Of Marsten Brook,Stream,51.19202957,-2.33914375299997,19.41,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.75,0.035,,,,Agriculture,"VERY SMALL BROOK, STAGNANT AND SMELT BAD."
2017-06-16,Upper River Frome,River Frome,Stream,51.1891700400001,-2.33098983799994,19.74,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.075,None,,None,Agriculture,NORMAL FLOW FOR TIME OF YEAR.
2017-06-16,Upper River Frome,River Frome,Stream,51.1891700400001,-2.33098983799994,19.74,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.75,0.075,,,,Agriculture,NORMAL FLOW FOR TIME OF YEAR.
2017-06-24,Feltham Lane Bridge,Other / unnamed,River,51.21683047,-2.30755805999996,18.56,True,None,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Agriculture,I question the low P reading. The colour changed well after the allotted time (5 mins) but this was not  noticed until at other sites later on. I question whether 5 mins is sufficient time to wait for the colour to change.
2017-06-24,Redford Water,Other / unnamed,Stream,51.20914184,-2.27891206699996,19.68,True,None,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Grassland_shrub,"I'm not convinced about the P result. All my P tests changed colour by the time I'd got home, but did not change at the 5 minute cutoff time according to the instructions."
2017-06-24,"East Woodlands nr Horse & Groom, headwater stream",Headwater Stream,Stream,51.20051076,-2.29888379599993,19.72,True,None,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Other,This stream takes an outfall from a reedbed sewage treatment system taking sewage and greywater from the pub. We sampled it while the pub was not open (17.48). I may return and do another sample on a Sunday lunchtime. I know the reedbed is insufficient to
2017-06-26,Parsonage Bridge - River Frome,River Frome,River,51.5334327800001,-2.48345196199995,6.51,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,0.35,0.075,<14_NTU,,"Residential_discharge,Urban_road_runoff",Urban_residential,
2017-06-29,Witham Friary Pub,Other / unnamed,Stream,51.16722952,-2.36608922499994,20.52,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Urban_residential,None
2017-06-29,Witham Friary Pub,Other / unnamed,Stream,51.16722952,-2.36608922499994,20.52,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.75,0.01,,,,Urban_residential,
2017-07-05,Tellisford,Other / unnamed,River,51.3024853900001,-2.27817439999995,14.81,True,BART,Avon Bristol and Somerset North Streams,Wiltshire,10,0.01,<14_NTU,,,Agriculture,20m downstream of site rafts of duckweed are evident in becalmed areas of the river. ( photo attached and identified as floating mats below)
2017-07-23,"River Avon, Monkton Park, Chippenham. Wiltshire.",River Avon,River,51.4605132,-2.11463883499994,18.12,True,BART,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.01,<14_NTU,,Urban_road_runoff,Urban_green_space,"Heavy rain for several hours before the test, and raining while the tests took place.Water lilies were present this time."
2017-08-19,"River Chew, Shrowle",River Chew,River,51.3115290800001,-2.60651707599993,9.72,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Agriculture,None
2017-08-19,"River Chew, Shrowle",River Chew,River,51.3115290800001,-2.60651707599993,9.72,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,3.5,0.01,,,,Agriculture,
2017-08-29,Parsonage Brighe - River Frome,River Frome,River,51.5334519700001,-2.48346544299994,6.51,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,0.1,0.035,<14_NTU,,Urban_road_runoff,Urban_residential,
2017-09-22,"River Chew, Shrowle",River Chew,River,51.31140836,-2.60648488999993,9.72,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Agriculture,None
2017-09-22,"River Chew, Shrowle",River Chew,River,51.31140836,-2.60648488999993,9.72,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,7.5,0.01,,,,Agriculture,
2017-09-24,"River Chew, Shrowle",River Chew,River,51.31140836,-2.60648488999993,9.72,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Agriculture,None
2017-09-24,"River Chew, Shrowle",River Chew,River,51.31140836,-2.60648488999993,9.72,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,7.5,0.01,,,,Agriculture,
2017-10-10,Parsonage Bridge - River Frome,River Frome,River,51.5334795000001,-2.48343586899995,6.51,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,0.35,0.01,<14_NTU,,Urban_road_runoff,Urban_residential,
2017-10-16,River Avon - Grosvenor Bridge,River Avon,River,51.3940000000001,-2.34099999999995,9.06,True,FreshWater Watch,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,<14_NTU,,Residential_discharge,Urban_residential,None
2017-11-14,By Brook 3,By Brook,Stream,51.4640000000001,-2.23699999999997,12.89,True,FreshWater Watch,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Agriculture,None
2017-11-14,By Brook 4,By Brook,Stream,51.4630000000001,-2.23399999999998,13.01,True,FreshWater Watch,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Agriculture,None
2017-11-14,By Brook 2,By Brook,Stream,51.47,-2.23499999999996,13.02,True,FreshWater Watch,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Agriculture,None
2017-11-14,By Brook 1,By Brook,Stream,51.47,-2.23399999999998,13.07,True,FreshWater Watch,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Agriculture,None
2017-11-26,"River Avon, Monkton Park, Chippenham, Wiltshire.",River Avon,River,51.4604973300001,-2.11464688199993,18.12,True,BART,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.035,<14_NTU,,Urban_road_runoff,Urban_green_space,"A frosty/ icy start to the day, but warmer in the afternoon when these results were taken. I was stood on the bank of the river, and suddenly saw  a flash of blue on the opposite bank. It wasn't long before it appeared again, and confirmed that it was indeed a Kingfisher. The first one I've seen in over thirty years! Beautiful."
2018-01-10,Avening Green bridge,Other / unnamed,River,51.6431988499992,-2.41795315999993,14.6,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,7.5,0.075,<14_NTU,None,None,Agriculture,"The river gauge around half a mile downstream showed 36cm (summer 2017 level 18 - 20cm, recent spates 80 - 100cm). Water looked fairly coloured after overnight rain, greenish rather than muddy. Secchi disk just visible with tube full, so < 12 NTU No foam on surface at sample point, but some dirty foam on woody debris downstream."
2018-01-20,Ozleworth Brook at Lower Barnes bridge,Ozleworth Brook,River,51.6360579999992,-2.3900816999999,14.6,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,0.075,<14_NTU,None,None,Agriculture,turbidity < 12 ntu
2018-02-20,West Kennett Farm,Other / unnamed,River,51.4129045500001,-1.84109120899996,29.97,True,Action for the River Kennet,Kennet and Trib,Wiltshire,1.5,0.01,<14_NTU,,,Grassland_shrub,
2018-02-20,West Kennett Farm,Other / unnamed,River,51.4129045500001,-1.84109120899996,29.97,True,Action for the River Kennet,Kennet and Trib,Wiltshire,1.5,0.01,<14_NTU,None,None,Grassland_shrub,None
2018-03-07,Avening Green Bridge,Other / unnamed,River,51.6431988499992,-2.41795315999993,14.6,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,0.075,<14_NTU,None,None,Agriculture,Turbidity test <12 NTU River Level  37cm on Damery Gauge Fining down after 8.5 mm rain previous day
2018-04-15,Avening Green Bridge,Other / unnamed,River,51.6431988499992,-2.41795315999993,14.6,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,0.075,<14_NTU,None,None,Agriculture,Turbidity < 12 NTU River level around 33cm on Damery gauge. River quite high but clear. The nitrate reading was exactly 2ppm as far as I can judge but I understand that in this circumstance the higher range should be recorded.
2018-04-17,"Lower Barnes Bridge, Ozleworth Brook.",Ozleworth Brook,River,51.6360579999992,-2.3900816999999,14.6,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,0.075,<14_NTU,None,None,Grassland_shrub,"Turbidity < 12NTU. River fairly high but running clear. Some patches of Water Crowfoot evident. Nitrate reading 2ppm as far as I can judge, so recorded as the higher (2-5ppm) range"
2018-04-23,River Thames,Other / unnamed,River,51.64598612,-1.94935025899997,28.74,True,Thames WaterBlitz,Gloucestershire and the Vale,Wiltshire,1.5,0.035,None,,None,Other,Has been dry for several days. Looked the same today as it has usually looked over the past 6 months. Level: normal for time of year..
2018-04-26,West Kennett Farm,Other / unnamed,River,51.4140828700001,-1.84094078499993,29.97,True,Action for the River Kennet,Kennet and Trib,Wiltshire,3.5,0.01,<14_NTU,,,Grassland_shrub,
2018-04-26,West Kennett Farm,Other / unnamed,River,51.4140828700001,-1.84094078499993,29.97,True,Action for the River Kennet,Kennet and Trib,Wiltshire,3.5,0.01,<14_NTU,None,None,Grassland_shrub,None
2018-05-08,Parsonage Bridge - River Frome,River Frome,River,51.53341111,-2.48353990099997,6.5,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,0.35,0.075,<14_NTU,,"Residential_discharge,Urban_road_runoff",Urban_residential,
2018-05-12,Avenimg Green Bridge,Other / unnamed,River,51.6431988499992,-2.41795315999993,14.6,True,BART,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,0.075,<14_NTU,None,None,Agriculture,Turbidity < 12 NTU  River level normal and clear. The nitrate reading was exactly 2ppm as far as I can judge but I understand that in this circumstance the higher range should be recorded.
2018-05-27,peppercombe discharge,Other / unnamed,Stream,51.3170000000001,-1.94699999999995,26.84,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,40_NTU,,Other,Forest,cattle farm discharge. strong manure smell. sampling kits out of date. 05/2016
2018-05-27,peppercombe discharge,Other / unnamed,Stream,51.3170000000001,-1.94699999999995,26.84,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,40_NTU,,Other,Forest,cattle farm discharge. strong manure smell. sampling kits out of date. 05/2016
2018-05-27,peppercombe water treatment,Other / unnamed,Stream,51.3170000000001,-1.94599999999997,26.88,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.035,40_NTU,,Other,Forest,water treatment plant
2018-05-27,peppercombe water treatment,Other / unnamed,Stream,51.3170000000001,-1.94599999999997,26.88,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.035,40_NTU,,Other,Forest,water treatment plant
2018-05-27,peppercombe side stream,Peppercombe Side Stream,Stream,51.3170000000001,-1.94599999999997,26.88,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Forest,None
2018-05-27,peppercombe side stream,Peppercombe Side Stream,Stream,51.3170000000001,-1.94599999999997,26.88,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Forest,None
2018-05-27,peppercombe upstream,Other / unnamed,Stream,51.3170000000001,-1.94399999999996,26.97,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Forest,None
2018-05-27,peppercombe upstream,Other / unnamed,Stream,51.3170000000001,-1.94399999999996,26.97,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Forest,None
2018-05-27,peppercombe upstream,Other / unnamed,Stream,51.3170000000001,-1.94399999999996,26.97,True,HSBC India: Pune,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,<14_NTU,,None,Forest,None
2018-06-23,Horse World to Stockwood vale.,Other / unnamed,Stream,51.4096774000001,-2.53026030399997,2.44,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Agriculture,"Stream is at the bottom of a small valley. Hot dry sunny day. Very little rain during the last month. Photographs were taken in the last 9 months. At the top of the wooded area is a golf course, possible run off of herbicides etc."
2018-06-23,Horse World to Stockwood vale.,Other / unnamed,Stream,51.4096774000001,-2.53026030399997,2.44,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,,,,Agriculture,"Stream is at the bottom of a small valley. Hot dry sunny day. Very little rain during the last month. Photographs were taken in the last 9 months. At the top of the wooded area is a golf course, possible run off of herbicides etc."
2018-06-23,near confluence of Avon,River Avon,River,51.417,-2.49399999999997,2.61,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.35,None,,None,Urban_green_space,summer flows
2018-06-23,near confluence of Avon,River Avon,River,51.417,-2.49399999999997,2.61,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.35,0.35,,,,Urban_green_space,summer flows
2018-06-23,upstream of keynsham weir,Other / unnamed,River,51.4150000000001,-2.49499999999995,2.68,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.35,None,,None,Urban_green_space,None
2018-06-23,upstream of keynsham weir,Other / unnamed,River,51.4150000000001,-2.49499999999995,2.68,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.35,0.35,,,,Urban_green_space,
2018-06-23,Dapps hill,Other / unnamed,River,51.4100000000001,-2.49499999999995,2.96,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.15,None,,None,Urban_green_space,faster flowing riffle
2018-06-23,Dapps hill,Other / unnamed,River,51.4100000000001,-2.49499999999995,2.96,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.35,0.15,,,,Urban_green_space,faster flowing riffle
2018-06-23,chew upstream of albert mill,River Chew,River,51.4060000000001,-2.49499999999995,3.19,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.35,None,,None,Agriculture,cow field
2018-06-23,chew upstream of albert mill,River Chew,River,51.4060000000001,-2.49499999999995,3.19,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.35,,,,Agriculture,cow field
2018-06-23,chewton keynsham downstream,River Chew,River,51.4020000000001,-2.49599999999998,3.4,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.35,None,,None,Agriculture,cattle poaching and defication
2018-06-23,chewton keynsham downstream,River Chew,River,51.4020000000001,-2.49599999999998,3.4,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,0.75,0.35,,,,Agriculture,cattle poaching and defication
2018-06-23,Biss Meadows,River Biss,River,51.31693663,-2.20014899999995,16.92,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.15,None,,None,Urban_green_space,Turbidity less than 14
2018-06-23,Biss Meadows,River Biss,River,51.31693663,-2.20014899999995,16.92,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,3.5,0.15,,,,Urban_green_space,Turbidity less than 14
2018-06-23,Biss Meadows upstream,River Biss,River,51.3127025900001,-2.19267334799997,17.35,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.15,None,,None,Agriculture,Turbidity less than 14
2018-06-23,Biss Meadows upstream,River Biss,River,51.3127025900001,-2.19267334799997,17.35,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,3.5,0.15,,,,Agriculture,Turbidity less than 14
2018-06-24,malago,Malago,Stream,51.4390000000001,-2.59699999999998,2.71,False,HSBC Canada: Vancouver,Avon Bristol and Somerset North Streams,Bristol,1.5,0.035,None,,None,Urban_residential,"Water looks clear, small amounts of litter further along the stream. Vegetated banks but bare earth by the waters edge. Far bank is a man made who"
2018-06-24,malago stream - marksbury road,Malago,Stream,51.433,-2.59899999999993,2.88,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Bristol,1.5,0.15,None,,None,Urban_residential,None
2018-06-24,malago stream - marksbury road,Malago,Stream,51.433,-2.59899999999993,2.88,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Bristol,7.5,0.15,,,,Urban_residential,
2018-06-24,crox bottom - pigeon house stream,Pigeon House Stream,Stream,51.4180000000001,-2.60399999999993,3.51,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Bristol,1.5,0.035,None,,None,Grassland_shrub,None
2018-06-24,crox bottom - pigeon house stream,Pigeon House Stream,Stream,51.4180000000001,-2.60399999999993,3.51,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Bristol,3.5,0.035,,,,Grassland_shrub,
2018-06-24,"40 acres stream, Stoke Gifford",Acres Stream,Stream,51.5199000000001,-2.55279999999993,5.24,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.15,None,,None,Grassland_shrub,None
2018-06-24,"40 acres stream, Stoke Gifford",Acres Stream,Stream,51.5199000000001,-2.55279999999993,5.24,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,0.15,,,,Grassland_shrub,
2018-06-24,Stoke Brook (Baileys Court Road bridge),Stoke Brook,Stream,51.52596528,-2.54760057699997,5.63,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.35,None,,None,Urban_green_space,None
2018-06-24,Stoke Brook (Baileys Court Road bridge),Stoke Brook,Stream,51.52596528,-2.54760057699997,5.63,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.35,,,,Urban_green_space,
2018-06-24,"Hazel Brook, River Trym",River Trym,Stream,51.4981045100001,-2.63838109399995,5.78,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Bristol,1.5,0.15,None,,None,Forest,It has been a hot sunny day.
2018-06-24,"Hazel Brook, River Trym",River Trym,Stream,51.4981045100001,-2.63838109399995,5.78,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Bristol,3.5,0.15,,,,Forest,It has been a hot sunny day.
2018-06-24,Braydon Brook (Brook Way bridge),Braydon Brook,Stream,51.52831422,-2.54849413799997,5.8,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,1,None,,None,Urban_green_space,None
2018-06-24,Braydon Brook (Brook Way bridge),Braydon Brook,Stream,51.52831422,-2.54849413799997,5.8,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,3.5,1,,,,Urban_green_space,
2018-06-24,Bradley Brook (M4 tunnel),Bradley Brook,Stream,51.5322653800001,-2.53458717499996,6.04,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.35,None,,None,Grassland_shrub,None
2018-06-24,Bradley Brook (M4 tunnel),Bradley Brook,Stream,51.5322653800001,-2.53458717499996,6.04,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.35,,,,Grassland_shrub,
2018-06-24,Hortham Brook (M4 tunnel),Hortham Brook,Stream,51.5368616200001,-2.53961010799998,6.36,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.075,None,,None,Forest,None
2018-06-24,Hortham Brook (M4 tunnel),Hortham Brook,Stream,51.5368616200001,-2.53961010799998,6.36,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,0.35,0.075,,,,Forest,
2018-06-24,Patchway Brook (Primrose Bridge),Patchway Brook,Stream,51.54101324,-2.55465022999994,6.7,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,1.5,0.15,None,,None,Urban_green_space,None
2018-06-24,Patchway Brook (Primrose Bridge),Patchway Brook,Stream,51.54101324,-2.55465022999994,6.7,False,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Gloucestershire,0.75,0.15,,,,Urban_green_space,
2018-06-24,Breach Wood stream,Breach Wood Stream,Stream,51.3647306,-2.39619829999998,8.15,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Other,None
2018-06-24,Breach Wood stream,Breach Wood Stream,Stream,51.3647306,-2.39619829999998,8.15,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,3.5,0.01,,,,Other,
2018-06-24,Breach Wood stream,Breach Wood Stream,Stream,51.361318,-2.40011679999998,8.19,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Other,None
2018-06-24,Breach Wood stream,Breach Wood Stream,Stream,51.361318,-2.40011679999998,8.19,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,3.5,0.01,,,,Other,
2018-06-24,Limpley Stoke bridge,Other / unnamed,River,51.3500000000001,-2.31399999999996,11.56,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.15,None,,None,Agriculture,None
2018-06-24,Limpley Stoke bridge,Other / unnamed,River,51.3500000000001,-2.31399999999996,11.56,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.15,,,,Agriculture,
2018-06-24,"Bottom of Valens Terrace, Box, Wiltshire",Other / unnamed,Stream,51.4160000000001,-2.25699999999995,12.13,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.035,None,,None,Other,"Steam runs through village underground, passes site of Roman villa."
2018-06-24,"Bottom of Valens Terrace, Box, Wiltshire",Other / unnamed,Stream,51.4160000000001,-2.25699999999995,12.13,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,3.5,0.035,,,,Other,"Steam runs through village underground, passes site of Roman villa."
2018-06-24,"By Brook, main flow under footbridge",By Brook,River,51.4160000000001,-2.25599999999997,12.17,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.15,None,,None,Agriculture,main flow of By Brook which runs into the river Avon about 2 miles downstream.
2018-06-24,"By Brook, main flow under footbridge",By Brook,River,51.4160000000001,-2.25599999999997,12.17,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.15,,,,Agriculture,main flow of By Brook which runs into the river Avon about 2 miles downstream.
2018-06-24,"Bottom of allotments, Box village",Other / unnamed,Stream,51.4180000000001,-2.25299999999993,12.28,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.035,None,,None,Other,Water flows under Box village then passes below allotments.
2018-06-24,"Bottom of allotments, Box village",Other / unnamed,Stream,51.4180000000001,-2.25299999999993,12.28,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.035,,,,Other,Water flows under Box village then passes below allotments.
2018-06-24,"Path between Mill Lane and A4 London Road, Box",Other / unnamed,Stream,51.419,-2.25099999999998,12.36,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.01,None,,None,Forest,Fast-flowing steam from below Box Tunnel on the Bath-Chippenham railway line and joins the By Brook 100 yards later.
2018-06-24,"Path between Mill Lane and A4 London Road, Box",Other / unnamed,Stream,51.419,-2.25099999999998,12.36,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.01,,,,Forest,Fast-flowing steam from below Box Tunnel on the Bath-Chippenham railway line and joins the By Brook 100 yards later.
2018-06-24,Bradford on Avon,River Avon,River,51.3460000000001,-2.24799999999993,14.13,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.15,None,,None,Urban_residential,None
2018-06-24,Bradford on Avon,River Avon,River,51.3460000000001,-2.24799999999993,14.13,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,3.5,0.15,,,,Urban_residential,
2018-06-24,staverton weir,Other / unnamed,River,51.349,-2.20399999999995,15.72,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.35,None,,None,Agriculture,None
2018-06-24,staverton weir,Other / unnamed,River,51.349,-2.20399999999995,15.72,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,7.5,0.35,,,,Agriculture,
2018-06-24,Reybridge,Other / unnamed,River,51.4200000000001,-2.11699999999996,18.08,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,1.5,0.35,None,,None,Agriculture,None
2018-06-24,Reybridge,Other / unnamed,River,51.4200000000001,-2.11699999999996,18.08,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Wiltshire,3.5,0.35,,,,Agriculture,
2018-06-25,river frome somerset,River Frome,River,51.3341857400001,-2.30749705199997,12.43,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.01,None,,None,Agriculture,None
2018-06-25,river frome somerset,River Frome,River,51.3341857400001,-2.30749705199997,12.43,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,3.5,0.01,,,,Agriculture,
2018-06-25,River Frome,River Frome,River,51.2385353000001,-2.32847065599998,16.81,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.035,None,,None,Agriculture,Just downstream of STW outfall
2018-06-25,River Frome,River Frome,River,51.2385353000001,-2.32847065599998,16.81,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,7.5,0.035,,,,Agriculture,Just downstream of STW outfall
2018-06-25,River Frome,River Frome,River,51.2328287,-2.32144358699998,17.3,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.035,None,,None,Urban_residential,Beneath Jenson Button bridge
2018-06-25,River Frome,River Frome,River,51.2328287,-2.32144358699998,17.3,True,Bristol Avon WaterBlitz,Avon Bristol and Somerset North Streams,Somerset,1.5,0.035,,,,Urban_residential,Beneath Jenson Button bridge
