site_id,site_name,receiving_watercourse,event_start,event_end,duration_hours
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-29T06:18:00+00:00,2025-11-29T13:58:00+00:00,7.6667
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-11-29T06:22:00+00:00,2025-11-29T06:46:00+00:00,0.4
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-11-29T06:52:00+00:00,2025-11-29T06:54:00+00:00,0.0333
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-11-29T08:10:00+00:00,2025-11-29T08:28:00+00:00,0.3
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-11-29T08:14:00+00:00,2025-11-29T08:34:00+00:00,0.3333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-11-29T08:14:00+00:00,2025-11-29T08:26:00+00:00,0.2
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-11-29T08:20:00+00:00,2025-11-29T09:00:00+00:00,0.6667
WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,2025-11-29T08:20:00+00:00,2025-11-29T08:30:00+00:00,0.1667
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-11-29T08:20:00+00:00,2025-11-29T08:40:00+00:00,0.3333
WXW00119,BATH BECKHAMPTON ROAD O/S NO 50,RIVER AVON VIA SWS,2025-11-29T08:22:00+00:00,2025-11-29T08:26:00+00:00,0.0667
WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,2025-11-29T08:22:00+00:00,2025-11-29T08:24:00+00:00,0.0333
WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,2025-11-29T08:24:00+00:00,2025-11-29T08:38:00+00:00,0.2333
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-11-29T08:24:00+00:00,2025-11-29T08:34:00+00:00,0.1667
WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,2025-11-29T08:26:00+00:00,2025-11-29T08:34:00+00:00,0.1333
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-11-29T08:26:00+00:00,2025-11-29T08:40:00+00:00,0.2333
WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,2025-11-29T08:26:00+00:00,2025-11-29T08:30:00+00:00,0.0667
WXW00227,BATHAMPTON M H K,RIVER AVON,2025-11-29T08:26:00+00:00,2025-11-29T08:32:00+00:00,0.1
WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,2025-11-29T08:26:00+00:00,2025-11-29T08:30:00+00:00,0.0667
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-11-29T08:28:00+00:00,2025-11-29T08:32:00+00:00,0.0667
WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,2025-11-29T08:28:00+00:00,2025-11-29T08:34:00+00:00,0.1
WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-11-29T08:30:00+00:00,2025-11-29T08:44:00+00:00,0.2333
WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,2025-11-29T08:32:00+00:00,2025-11-29T08:40:00+00:00,0.1333
WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,2025-11-29T08:34:00+00:00,2025-11-29T08:36:00+00:00,0.0333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-11-29T08:34:00+00:00,2025-11-29T08:38:00+00:00,0.0667
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-11-29T08:40:00+00:00,2025-11-29T09:00:00+00:00,0.3333
WXW00730,BATHAMPTON MILL LANE,RIVER AVON,2025-11-29T08:42:00+00:00,2025-11-29T09:30:00+00:00,0.8
WXW00707,MELKSHAM INLET,RIVER AVON,2025-11-29T09:14:00+00:00,2025-11-29T10:18:00+00:00,1.0667
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-11-29T09:14:00+00:00,2025-11-29T09:16:00+00:00,0.0333
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-11-29T09:26:00+00:00,2025-11-29T09:52:00+00:00,0.4333
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-11-29T09:30:00+00:00,2025-11-29T09:34:00+00:00,0.0667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:10:00+00:00,2025-11-29T12:12:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:14:00+00:00,2025-11-29T12:18:00+00:00,0.0667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:20:00+00:00,2025-11-29T12:22:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:26:00+00:00,2025-11-29T12:36:00+00:00,0.1667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:38:00+00:00,2025-11-29T12:40:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:44:00+00:00,2025-11-29T12:46:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T12:48:00+00:00,2025-11-29T12:50:00+00:00,0.0333
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-29T14:00:00+00:00,2025-11-30T00:36:00+00:00,10.6
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T14:10:00+00:00,2025-11-29T14:12:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T14:30:00+00:00,2025-11-29T14:46:00+00:00,0.2667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T14:48:00+00:00,2025-11-29T15:30:00+00:00,0.7
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T15:32:00+00:00,2025-11-29T15:34:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T15:42:00+00:00,2025-11-29T16:22:00+00:00,0.6667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T16:24:00+00:00,2025-11-29T16:26:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T16:34:00+00:00,2025-11-29T17:42:00+00:00,1.1333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T17:44:00+00:00,2025-11-29T17:48:00+00:00,0.0667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-29T17:50:00+00:00,2025-11-30T00:00:00+00:00,6.1667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T00:02:00+00:00,2025-11-30T00:22:00+00:00,0.3333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T00:24:00+00:00,2025-11-30T00:26:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T00:30:00+00:00,2025-11-30T00:32:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T00:40:00+00:00,2025-11-30T00:56:00+00:00,0.2667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T00:50:00+00:00,2025-11-30T01:12:00+00:00,0.3667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T01:16:00+00:00,2025-11-30T01:30:00+00:00,0.2333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T02:02:00+00:00,2025-11-30T02:04:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T03:10:00+00:00,2025-11-30T03:22:00+00:00,0.2
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T03:24:00+00:00,2025-11-30T03:54:00+00:00,0.5
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T03:56:00+00:00,2025-11-30T03:58:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T05:42:00+00:00,2025-11-30T05:44:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T05:48:00+00:00,2025-11-30T05:54:00+00:00,0.1
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T05:56:00+00:00,2025-11-30T05:58:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T06:00:00+00:00,2025-11-30T06:02:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T06:06:00+00:00,2025-11-30T06:12:00+00:00,0.1
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T06:16:00+00:00,2025-11-30T06:20:00+00:00,0.0667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T06:24:00+00:00,2025-11-30T06:26:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T08:10:00+00:00,2025-11-30T11:58:00+00:00,3.8
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T10:00:00+00:00,2025-11-30T11:50:00+00:00,1.8333
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T11:52:00+00:00,2025-11-30T12:08:00+00:00,0.2667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T12:10:00+00:00,2025-11-30T12:14:00+00:00,0.0667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T12:16:00+00:00,2025-11-30T12:32:00+00:00,0.2667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T12:34:00+00:00,2025-11-30T12:40:00+00:00,0.1
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T12:42:00+00:00,2025-11-30T12:46:00+00:00,0.0667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T12:52:00+00:00,2025-11-30T12:56:00+00:00,0.0667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:00:00+00:00,2025-11-30T13:06:00+00:00,0.1
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:08:00+00:00,2025-11-30T13:12:00+00:00,0.0667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:16:00+00:00,2025-11-30T13:22:00+00:00,0.1
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:26:00+00:00,2025-11-30T13:28:00+00:00,0.0333
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:34:00+00:00,2025-11-30T13:40:00+00:00,0.1
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T13:36:00+00:00,2025-11-30T13:38:00+00:00,0.0333
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:44:00+00:00,2025-11-30T13:50:00+00:00,0.1
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T13:52:00+00:00,2025-11-30T14:08:00+00:00,0.2667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T14:10:00+00:00,2025-11-30T14:18:00+00:00,0.1333
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T14:22:00+00:00,2025-11-30T14:26:00+00:00,0.0667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T14:32:00+00:00,2025-11-30T14:40:00+00:00,0.1333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T14:40:00+00:00,2025-11-30T15:38:00+00:00,0.9667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T14:44:00+00:00,2025-11-30T15:00:00+00:00,0.2667
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T15:06:00+00:00,2025-11-30T15:18:00+00:00,0.2
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-11-30T15:20:00+00:00,2025-12-01T00:00:00+00:00,8.6667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T15:42:00+00:00,2025-11-30T16:06:00+00:00,0.4
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T16:08:00+00:00,2025-11-30T16:10:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T16:16:00+00:00,2025-11-30T17:14:00+00:00,0.9667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T17:16:00+00:00,2025-11-30T17:18:00+00:00,0.0333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T17:26:00+00:00,2025-11-30T17:32:00+00:00,0.1
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T17:34:00+00:00,2025-11-30T17:44:00+00:00,0.1667
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-11-30T17:46:00+00:00,2025-12-01T00:00:00+00:00,6.2333
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,2025-12-01T00:00:00+00:00,2025-12-03T13:00:00+00:00,61.0
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-12-01T00:00:00+00:00,2025-12-01T00:08:00+00:00,0.1333
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-12-01T00:18:00+00:00,2025-12-01T00:34:00+00:00,0.2667
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T04:26:00+00:00,2025-12-01T04:28:00+00:00,0.0333
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T04:30:00+00:00,2025-12-01T04:32:00+00:00,0.0333
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T04:34:00+00:00,2025-12-01T04:38:00+00:00,0.0667
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T04:38:00+00:00,2025-12-01T04:48:00+00:00,0.1667
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T04:40:00+00:00,2025-12-01T04:42:00+00:00,0.0333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T04:50:00+00:00,2025-12-01T05:00:00+00:00,0.1667
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-12-01T05:08:00+00:00,2025-12-01T06:02:00+00:00,0.9
WXW01112,TETBURY STORM TANK,RIVER AVON,2025-12-01T05:34:00+00:00,2025-12-27T02:00:00+00:00,620.4333
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T06:27:00+00:00,2025-12-01T06:30:00+00:00,0.05
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T06:35:00+00:00,2025-12-01T06:38:00+00:00,0.05
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T06:39:00+00:00,2025-12-01T06:58:00+00:00,0.3167
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T06:48:00+00:00,2025-12-01T07:02:00+00:00,0.2333
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T06:56:00+00:00,2025-12-01T07:34:00+00:00,0.6333
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-12-01T06:58:00+00:00,2025-12-01T07:36:00+00:00,0.6333
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T06:59:00+00:00,2025-12-01T07:02:00+00:00,0.05
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-12-01T07:02:00+00:00,2025-12-01T07:56:00+00:00,0.9
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-12-01T07:06:00+00:00,2025-12-01T07:08:00+00:00,0.0333
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-12-01T07:08:00+00:00,2025-12-01T08:28:00+00:00,1.3333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T07:08:00+00:00,2025-12-01T07:26:00+00:00,0.3
WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-12-01T07:10:00+00:00,2025-12-01T07:28:00+00:00,0.3
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-12-01T07:10:00+00:00,2025-12-01T07:18:00+00:00,0.1333
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-12-01T07:12:00+00:00,2025-12-01T07:44:00+00:00,0.5333
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-12-01T07:14:00+00:00,2025-12-01T07:32:00+00:00,0.3
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-12-01T07:16:00+00:00,2025-12-01T08:10:00+00:00,0.9
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-12-01T07:18:00+00:00,2025-12-01T07:20:00+00:00,0.0333
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-12-01T07:20:00+00:00,2025-12-01T07:22:00+00:00,0.0333
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T07:21:00+00:00,2025-12-01T07:34:00+00:00,0.2167
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T07:28:00+00:00,2025-12-01T07:54:00+00:00,0.4333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-12-01T07:32:00+00:00,2025-12-01T07:36:00+00:00,0.0667
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T07:36:00+00:00,2025-12-01T07:38:00+00:00,0.0333
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T07:37:00+00:00,2025-12-01T07:40:00+00:00,0.05
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T07:41:00+00:00,2025-12-01T07:42:00+00:00,0.0167
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-12-01T07:41:00+00:00,2025-12-01T07:42:00+00:00,0.0167
WXW00707,MELKSHAM INLET,RIVER AVON,2025-12-01T07:42:00+00:00,2025-12-01T09:58:00+00:00,2.2667
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-12-01T07:42:00+00:00,2025-12-01T07:56:00+00:00,0.2333
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T07:43:00+00:00,2025-12-01T07:44:00+00:00,0.0167
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-12-01T07:44:00+00:00,2025-12-01T07:48:00+00:00,0.0667
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-12-01T07:44:00+00:00,2025-12-01T07:46:00+00:00,0.0333
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-12-01T07:44:00+00:00,2025-12-01T08:52:00+00:00,1.1333
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T07:46:00+00:00,2025-12-01T07:55:00+00:00,0.15
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-12-01T07:48:00+00:00,2025-12-01T07:50:00+00:00,0.0333
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-12-01T07:48:00+00:00,2025-12-01T08:32:00+00:00,0.7333
WXW00730,BATHAMPTON MILL LANE,RIVER AVON,2025-12-01T07:50:00+00:00,2025-12-01T08:30:00+00:00,0.6667
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-12-01T07:54:00+00:00,2025-12-01T08:10:00+00:00,0.2667
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T07:56:00+00:00,2025-12-01T07:57:00+00:00,0.0167
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-12-01T08:28:00+00:00,2025-12-01T09:10:00+00:00,0.7
WXW00677,MALMESBURY STORM TANK,RIVER AVON,2025-12-01T10:17:00+00:00,2025-12-01T11:10:00+00:00,0.8833
WXW00677,MALMESBURY STORM TANK,RIVER AVON,2025-12-01T11:49:00+00:00,2025-12-01T12:16:00+00:00,0.45
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-12-01T12:12:00+00:00,2025-12-01T12:22:00+00:00,0.1667
WXW00677,MALMESBURY STORM TANK,RIVER AVON,2025-12-01T13:00:00+00:00,2025-12-01T13:28:00+00:00,0.4667
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T13:46:00+00:00,2025-12-01T14:18:00+00:00,0.5333
WXW00677,MALMESBURY STORM TANK,RIVER AVON,2025-12-01T14:11:00+00:00,2025-12-02T07:36:00+00:00,17.4167
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-12-01T16:08:00+00:00,2025-12-01T16:48:00+00:00,0.6667
WXW00707,MELKSHAM INLET,RIVER AVON,2025-12-01T16:10:00+00:00,2025-12-02T13:22:00+00:00,21.2
WXW01111,TETBURY INLET,RIVER AVON,2025-12-01T16:19:00+00:00,2025-12-01T16:50:00+00:00,0.5167
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-12-01T17:32:00+00:00,2025-12-01T23:08:00+00:00,5.6
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-12-01T17:36:00+00:00,2025-12-01T19:22:00+00:00,1.7667
WXW00635,BATH KENSINGTON MEADOWS BUS DEPOT STORM TANK,RIVER AVON,2025-12-01T17:36:00+00:00,2025-12-02T02:58:00+00:00,9.3667
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-12-01T17:36:00+00:00,2025-12-01T17:54:00+00:00,0.3
WXW00108,SALTFORD MEAD LANE STORM TANK,RIVER AVON,2025-12-01T17:40:00+00:00,2025-12-04T06:04:00+00:00,60.4
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T17:42:00+00:00,2025-12-01T17:46:00+00:00,0.0667
WXW00121,BRISTOL BEDMINSTER ROAD SIDE OF 191,RIVER AVON VIA SWS,2025-12-01T17:46:00+00:00,2025-12-01T17:56:00+00:00,0.1667
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-12-01T17:49:00+00:00,2025-12-01T18:34:00+00:00,0.75
WXW00950,BRISTOL SALISBURY AVE O/S NO 30,RIVER AVON VIA SWS,2025-12-01T17:50:00+00:00,2025-12-01T18:00:00+00:00,0.1667
WXW01037,BRISTOL ST GEORGES PARK NORTH 329 CHURCH ROAD,RIVER AVON VIA SWS,2025-12-01T17:50:00+00:00,2025-12-01T17:58:00+00:00,0.1333
WXW00651,BRISTOL HANHAM LOWER HANHAM ROAD,RIVER AVON (VIA SWS),2025-12-01T17:50:00+00:00,2025-12-01T18:22:00+00:00,0.5333
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-12-01T17:51:00+00:00,2025-12-01T18:13:00+00:00,0.3667
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-12-01T17:52:00+00:00,2025-12-01T19:30:00+00:00,1.6333
WXW01246,BRISTOL WHITBY ROAD ST ANNES,RIVER AVON VIA SWS,2025-12-01T17:52:00+00:00,2025-12-01T18:16:00+00:00,0.4
WXW00435,BRISTOL HANHAM FOOTSHILL ROAD,RIVER AVON (VIA SWS),2025-12-01T17:52:00+00:00,2025-12-01T18:02:00+00:00,0.1667
WXW00185,KEYNSHAM ST LADOC / BRISTOL ROAD,CHARLTON BOTTOM VIA SWS,2025-12-01T17:55:00+00:00,2025-12-01T18:02:00+00:00,0.1167
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-12-01T17:56:00+00:00,2025-12-01T23:26:00+00:00,5.5
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-12-01T17:56:00+00:00,2025-12-01T18:04:00+00:00,0.1333
WXW00650,BRISTOL CONHAM VALE,RIVER AVON (VIA SWS),2025-12-01T17:56:00+00:00,2025-12-01T18:10:00+00:00,0.2333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-12-01T17:56:50+00:00,2025-12-01T17:57:58+00:00,0.0189
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-12-01T17:58:00+00:00,2025-12-01T18:16:00+00:00,0.3
WXW00111,SALTFORD SALTFORD HILL,RIVER AVON,2025-12-01T17:58:00+00:00,2025-12-01T18:10:00+00:00,0.2
WXW00255,KEYNSHAM CHARLTON ROAD O/S 138,CHARLTON BOTTOM VIA SWS,2025-12-01T17:58:00+00:00,2025-12-01T18:06:00+00:00,0.1333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-12-01T17:58:22+00:00,2025-12-01T18:01:15+00:00,0.0481
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-12-01T18:01:37+00:00,2025-12-01T18:02:14+00:00,0.0103
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-12-01T18:02:00+00:00,2025-12-01T18:44:00+00:00,0.7
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-12-01T18:02:39+00:00,2025-12-01T18:03:14+00:00,0.0097
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-12-01T18:03:37+00:00,2025-12-01T18:04:14+00:00,0.0103
WXW00619,BATH LANSDOWN LANE / HIGH STREET JUNCTION WESTON,RIVER AVON VIA SWS,2025-12-01T18:04:00+00:00,2025-12-01T18:40:00+00:00,0.6
